,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,monthly_revenue
1268,25863673,Rental unit in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,,57844176,Mark,,,,f,1,1,,Downtown,49.28594,-123.12242,Entire rental unit,Entire home/apt,2,,,1.0,[],,2,1125,4.6,1125.0,0,0,0,0,19,0,5.0,4.95,4.89,5.0,5.0,5.0,4.79,f,1,0.3,1047
414,8429321,Rental unit in Vancouver · ★4.97 · 1 bedroom · 1 bed · 1 bath,"Prime location!  Walking distance to VGH, several transit lines, great restaurants, and shopping districts. Less than a block to Buses on Oak St,<br />Maxi Deli, Sunshine grocery store, De Dutch pancake house, and others",17382128,Linda,within a few hours,100%,89%,t,1,9,"Vancouver, British Columbia, Canada",Fairview,49.25904,-123.12737,Entire rental unit,Entire home/apt,4,,,1.0,[],$170.00,4,1125,4.0,1125.0,11,37,67,67,123,35,4.97,4.97,4.97,4.95,4.93,4.94,4.89,f,1,2.23,2750
5672,944210573423921725,Home in Vancouver · ★4.60 · 1 bedroom · 1 bed · 1 private bath,,516539074,Elena,within an hour,100%,98%,f,7,8,,Arbutus Ridge,49.23771,-123.16013,Private room in home,Private room,2,,,1.0,[],$67.00,1,365,1.0,365.0,22,52,71,71,5,5,4.6,4.4,4.8,4.6,5.0,4.8,4.6,t,7,1.56,2776
654,15040167,Home in Vancouver · ★4.75 · 2 bedrooms · 2 beds · 2 baths,"Our home is only a few short blocks from Starbucks, a grocery store, small movie theatre, restaurants, drug store, along with other amenities",29412479,SIV Executive Properties,within an hour,90%,76%,t,7,12,"Vancouver, British Columbia, Canada",Riley Park,49.25113,-123.11466,Entire home,Entire home/apt,4,,,2.0,[],$123.00,30,1125,122.1,1125.0,10,40,70,345,12,1,4.75,4.83,4.83,4.92,4.92,5.0,4.75,f,7,0.14,3104
1617,32550553,Rental unit in Vancouver · ★4.88 · 2 bedrooms · 3 beds · 1 bath,"You are 5 blocks to Broadways, where you will find some stores, banking, restaurants.  You are located on 4th avenue which is just 5 minutes walk to Granville Island and fine dining.  You are on 4th which also brings many personalize boutiques and transportations.",126359564,Sylvie,within a day,100%,100%,t,4,11,"Vancouver, British Columbia, Canada",Fairview,49.26737,-123.14052,Entire rental unit,Entire home/apt,6,,,3.0,[],$140.00,30,1125,30.0,1125.0,30,60,90,365,49,3,4.88,4.96,4.96,4.92,4.96,4.88,4.88,f,4,0.85,326
1922,36603153,Condo in Vancouver · 2 bedrooms · 2 beds · 1 shared bath,"The West End is one of the easiest neighbourhoods for visitors to explore, tucked up tightly against Vancouver’s downtown core, it gives a taste of how real Vancouverites live. A gateway to Stanley Park on the north, the English Bay on the west, Granville and Robson Streets to the south and Coal Harbour on the east.",184468096,Mohammad,,,,f,1,2,"Vancouver, British Columbia, Canada",West End,49.28532,-123.12951,Private room in condo,Private room,2,,,2.0,[],,30,30,30.0,30.0,0,0,0,0,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0.04,1622
1897,36112328,Home in Vancouver · 5 bedrooms · 1 bed · 1 shared bath,"a lot of landmark very near our house about 5-10mins away by bus, to add up is at the back of our house is close parks to walk around very safe and good for guests that are into morning walk or exercise.",271096826,Joesfina,,,,f,6,6,"Vancouver, British Columbia, Canada",Killarney,49.20629,-123.05634,Private room in home,Private room,1,,,1.0,[],$50.00,1,1125,1.0,1125.0,0,0,0,0,0,0,,,,,,,,t,6,,2151
3166,54097330,Condo in Vancouver · ★4.76 · 2 bedrooms · 3 beds · 2 baths,,189423724,Kevin,,,,f,1,1,,Mount Pleasant,49.26923,-123.10233,Entire condo,Entire home/apt,6,,,3.0,[],$173.00,2,29,2.0,1125.0,0,0,0,0,97,48,4.76,4.87,4.74,4.77,4.91,4.86,4.74,f,1,4.11,1840
3880,693514101840037286,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,Heart of downtown,412204980,Aaron,within an hour,100%,95%,f,2,2,"Vancouver, British Columbia, Canada",Downtown,49.28024,-123.11693,Entire condo,Entire home/apt,2,,,1.0,[],$108.00,30,365,29.4,365.0,2,2,2,72,6,4,5.0,5.0,4.83,5.0,4.83,5.0,5.0,f,2,0.38,1353
2291,42516612,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,,34679194,Chrissy,,,0%,f,1,1,,Downtown,49.27583,-123.11915,Entire condo,Entire home/apt,2,,,1.0,[],$200.00,30,365,30.0,365.0,23,53,83,358,0,0,,,,,,,,f,1,,1432
589,14014285,Guest suite in Vancouver · ★4.77 · 2 bedrooms · 2 beds · 1 bath,"Our house is across from Douglas Park, a wonderful, safe, family neighbourhood. There is an outside running track and an indoor gym in the community centre. This location is very central and close to downtown and the hospitals. We are a 10 min walk to Vancouver General Hospital, BC Children's Hospital, BC Women's Hospital, St Paul's Hospital (5 min train ride or free hospital shuttle). We are also close to lots of restaurants, grocery stores, cafe, movie theater, etc.",83812330,Brenda,within an hour,100%,96%,t,2,4,"Vancouver, British Columbia, Canada",South Cambie,49.25432,-123.12369,Entire guest suite,Entire home/apt,2,,,2.0,[],$134.00,3,1125,3.0,1125.0,19,19,19,27,120,18,4.77,4.81,4.93,4.93,4.96,4.92,4.65,f,2,1.33,1721
2876,51392426,Guest suite in Vancouver · ★4.88 · 2 bedrooms · 1 bed · 1 bath,,47132895,Judith,within an hour,100%,99%,t,2,10,,Kitsilano,49.26419,-123.1832,Entire guest suite,Entire home/apt,3,,,1.0,[],$139.00,2,1125,2.0,1125.0,26,56,75,75,86,43,4.88,4.93,4.86,4.99,4.98,4.94,4.73,f,1,3.09,921
6615,1035124199872438098,Condo in Vancouver · ★New · 3 bedrooms · 3 beds · 2 baths,,61804583,Keith,within an hour,100%,99%,t,5,6,,West End,49.28092,-123.12683,Entire condo,Entire home/apt,5,,,3.0,[],$300.00,30,365,30.0,365.0,30,60,90,200,0,0,,,,,,,,f,3,,470
6562,1027251880280552211,Rental unit in Vancouver · ★New · 3 bedrooms · 3 beds · 1 bath,,527093571,Max,within an hour,100%,100%,t,6,7,,West End,49.28910807396748,-123.13178699675136,Entire rental unit,Entire home/apt,6,,,3.0,[],$196.00,30,365,29.9,365.0,15,45,75,94,1,1,3.0,3.0,3.0,5.0,4.0,3.0,3.0,t,2,1.0,443
3221,546063009397613558,Condo in Vancouver · ★4.71 · 2 bedrooms · 3 beds · 2 baths,"The Tinseltown area of downtown Vancouver is amazing. <br /><br /> Right outside the front door to the building is the entrance to Stadium Skytrain Station, where the trains will take you to the Waterfront Convention Center in 5 minutes, shopping malls in 2 minutes, the airport in 30 minutes, and even out to Burnaby, New Westminster and Surrey.  <br /><br />Steps past the Skytrain is a full-sized Costco, though if you don't have a membership, the other side of the building is directly across from a grocery supermarket, a Rexall, a shopping mall, many restaurants, and even a Cineplex movie theater.  In 5 minutes walk, you can be at the Seawall, or in the heart of historic Chinatown. <br /><br /> If you're a sports fan, we are right across the street from Rogers Arena and BC Place Stadium. These are also frequent homes to major trade conventions, concerts and other events.  <br /><br />A near perfect walk score means you don't need a car, but if you have one, we have two secure undergrou",293583929,Steve,within an hour,99%,99%,t,39,51,"Vancouver, British Columbia, Canada",Downtown,49.27837,-123.10732,Entire condo,Entire home/apt,6,,,3.0,[],$163.00,2,365,2.4,1125.0,17,47,73,319,38,26,4.71,4.79,4.71,4.61,4.79,4.68,4.55,t,21,1.75,2702
4885,859531862523385607,Home in Vancouver · ★4.53 · 2 bedrooms · 2 beds · 1 bath,Affluent neighbourhood and safe community. Large roads and sidewalk area for strolls.,489489071,Gordon,within an hour,100%,100%,f,8,12,"Vancouver, British Columbia, Canada",Oakridge,49.22309491078094,-123.12949220896915,Entire home,Entire home/apt,4,,,2.0,[],$77.00,1,365,1.3,1125.0,26,48,78,160,34,34,4.53,4.74,4.41,4.68,4.85,4.88,4.62,t,8,4.18,3627
2858,51238612,Condo in Vancouver · 1 bedroom · 1 bath,Joyce Collingwood is centrally located.<br /><br />Lots of restaurants and eateries around.,229621112,Irene,within a few hours,100%,0%,f,13,13,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.23785,-123.0318,Entire condo,Entire home/apt,2,,,,[],$99.00,30,1125,30.0,1125.0,0,11,41,130,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,0.09,1046
701,16191372,Home in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,Mount Pleasant - a walking and biker's paradise! Walk score: 88 Bike score: 97<br />Excellent access to rapid transit (11 minute walk to the Broadway Canada Line station),2185723,Joscelyne,within an hour,100%,94%,f,1,2,"Vancouver, British Columbia, Canada",Mount Pleasant,49.25954,-123.11069,Entire home,Entire home/apt,4,,,2.0,[],$230.00,3,90,3.8,1125.0,9,10,33,33,8,8,5.0,4.88,4.88,4.88,5.0,5.0,4.38,f,1,2.0,3888
6168,992151032621343235,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,"Kitsilano, often called ""Kits,"" is a vibrant and trendy neighborhood located in the west side of Vancouver.<br />Kitsilano is known for its picturesque beaches, parks, and stunning views of the mountains and the ocean. Some of the most popular beaches in Kitsilano include Kitsilano Beach, Jericho Beach, and Spanish Banks Beach. Kitsilano Beach is particularly famous for its outdoor pool, which is open to the public from May to September each year.<br /><br />The neighborhood is also home to a diverse range of shops, restaurants, cafes, and bars, many of which are located along West 4th Avenue, also known as ""Kitsilano's trendy shopping district,” or West Broadway. The area is very lively with plenty of options for entertainment and socializing.<br /><br />Kitsilano is a popular residential area, with a mix of heritage homes, modern condos, and apartments. It attracts a diverse population, including families, young professionals, and students from nearby universities.<br /><br />Kitsila",197127241,Jacob,within an hour,100%,97%,t,26,33,"Vancouver, British Columbia, Canada",Kitsilano,49.265302870719765,-123.15567861736292,Entire rental unit,Entire home/apt,2,,,1.0,[],$72.00,30,365,30.0,365.0,0,0,0,129,0,0,,,,,,,,t,26,,475
5750,953878096378923584,Home in Vancouver · ★4.89 · 4 bedrooms · 6 beds · 3 baths,,11275442,Mengou,within an hour,100%,100%,f,1,6,,Dunbar Southlands,49.23655,-123.19493,Entire home,Entire home/apt,10,,,6.0,[],$555.00,2,365,2.0,1125.0,19,49,79,255,9,9,4.89,4.67,4.89,5.0,4.78,5.0,4.78,f,1,2.41,5441
3922,699614555648270513,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 shared bath,"Marpole Neighbourhood is located on the southern edge of the city of Vancouver, British Columbia, immediately northeast of Vancouver International Airport, and is approximately bordered by Angus Drive to the west, 57th Avenue to the north, Ontario Street to the east and the Fraser River to the south. It has undergone many changes in the 20th century, with the influx of traffic and development associated with the construction of the Oak Street Bridge (which leads to Highway 99 leading to the southern suburbs) and the Arthur Laing Bridge (which leads to Vancouver International Airport).",83649788,Austin,within an hour,92%,31%,f,9,23,"Vancouver, British Columbia, Canada",Marpole,49.20659,-123.13618,Private room in rental unit,Private room,1,,,1.0,[],$48.00,30,365,30.0,365.0,12,42,72,162,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,7,0.14,2895
677,15363953,Townhouse in Vancouver · ★4.24 · 1 bedroom · 1 bed · 1 shared bath,"Kitsilano is beautiful, quaint, quiet, friendly and safe, it is the best neighbourhood in Vancouver. <br />Surrounded by beaches and parks, food markets, great restaurants, farmers market,  yoga studios, pool, gym, community centre.<br />All within 5 minutes walk.",2868175,Espirito Santo,within an hour,100%,100%,t,2,3,"Vancouver, British Columbia, Canada",Kitsilano,49.26346,-123.16109,Private room in townhouse,Private room,1,,,1.0,[],$80.00,30,1125,30.0,1125.0,0,0,0,194,34,2,4.24,4.24,4.38,4.53,4.41,4.79,4.26,f,2,0.41,1636
2445,45345238,Rental unit in Vancouver · ★4.84 · 2 bedrooms · 3 beds · 2 baths,"Coffee shops:<br /> Starbucks, Blends, Charisma, Pappa Roti, Tim Horton’s to name a few. The new “Catfe” coffee shop is where you can hang out with the many resident cats, beside the movie theatre in International Village Mall across the street.<br /><br />Restaurants:<br />Chambar, Jam Cafe, Sushi Royal, Sushi Den, Hai Phong Pho, Ludica Pizzeria, Goldie’s Pizza , Taishoken Ramen, Caveman Cafe, Acme Cafe, Black and many more.<br /><br />Pubs: <br />The Pint, Charles Bar, Keefer Bar, Shark Club, Lamplighter, The Cambie all within 5 min walk.<br /><br />Liquor store: <br />Crosstown Liquor Store 2 min walk.<br /><br />Movie theatre:<br />Cineplex Odeon across the street in the International Village Mall<br /><br />Fast Food: <br />McDonald’s, Fat Burger 2 min walk.<br /><br />Grocery stores: <br />T&T Supermarket imported seafood/grocery’s from Asia and around the world located downstairs. <br />Costco 1 min walk and Nesters 5 min walk.<br /><br />Secure under ground parking and keypad e",366570455,Viktoriya,within an hour,100%,100%,t,1,1,"Vancouver, British Columbia, Canada",Downtown,49.28065,-123.10795,Entire rental unit,Entire home/apt,6,,,3.0,[],$190.00,2,90,2.0,90.0,0,0,0,0,149,35,4.84,4.85,4.88,4.71,4.88,4.84,4.77,t,1,3.82,4826
6314,1007924936524054178,Home in Vancouver · ★4.38 · 2 bedrooms · 2 beds · 1 bath,,132641313,Gang,within an hour,100%,100%,f,3,7,,Marpole,49.20924742334718,-123.1428430573408,Entire home,Entire home/apt,5,,,2.0,[],$91.00,1,365,1.0,365.0,14,44,74,224,8,8,4.38,4.5,4.63,5.0,5.0,4.88,4.5,t,1,4.71,4027
2778,50379446,Townhouse in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 private bath,We love living in this area because there are so many great restaurants and shops at our doorstep. The grocery store is literally just 30 steps away. We are also right next to the Skytrain and bus stations. It is a lively part of town. Our son loves going to the playground right across the street. <br /><br />There is some homelessness but they are harmless. Do keep an eye on your belongings. <br /><br />Stay away from the Hastings and Main area.,1721044,Carolyn & L,within an hour,100%,100%,t,2,5,"Vancouver, British Columbia, Canada",Downtown,49.27923,-123.10751,Private room in townhouse,Private room,2,,,1.0,[],$110.00,1,365,1.0,365.0,0,0,0,0,228,105,4.85,4.91,4.85,4.91,4.92,4.88,4.81,f,2,7.53,2565
2921,51802018,Home in Vancouver · ★4.79 · 2 bedrooms · 3 beds · 1 bath,"Lovely and safe neighbourhood with friendly neighbours, lots of nearby restaurants, banks, ATMs, bakeries, supermarkets, pharmacies, and malls, all within 10 minutes drive!",147452155,Caitlin,,,,f,1,1,"Vancouver, British Columbia, Canada",Killarney,49.22788,-123.03137,Entire home,Entire home/apt,6,,,3.0,[],$151.00,2,28,2.0,1125.0,0,0,0,0,183,63,4.79,4.77,4.63,4.92,4.97,4.81,4.7,f,1,6.66,4245
2417,44667811,Loft in Vancouver · ★4.91 · 2 bedrooms · 2 beds · 1 bath,"The apartment is right in the middle of the entertainment district on the edge of Yaletown steps away from Granville Street and its many restaurants, pubs and clubs. 10 minute walk from BC place and Rogers arena. Nestors market and cold beer and wine directly across the street. 2 blocks from skytrain and the shopping on Robson St.",353489793,Blake,,,100%,t,1,1,"Vancouver, British Columbia, Canada",Downtown,49.27825,-123.12111,Entire loft,Entire home/apt,4,,,2.0,[],$425.00,2,1125,2.0,1125.0,0,0,0,0,120,40,4.91,4.9,4.92,4.79,4.97,4.96,4.74,t,1,2.99,1618
5601,937165585846737532,Home in Vancouver · ★4.93 · 3 bedrooms · 3 beds · 2.5 baths,Beautiful Mount Pleasant never disappoints.<br /><br />Only minutes from downtown its close enough to all the best restaurants and activities but still has that quiet neighborhood feel.,49581098,Spencer & Ashley,within an hour,100%,99%,t,46,51,"Vancouver, British Columbia, Canada",Mount Pleasant,49.25959,-123.08865,Entire home,Entire home/apt,6,,,3.0,[],$177.00,1,365,1.6,1125.0,18,36,36,288,14,14,4.93,5.0,5.0,5.0,5.0,5.0,4.79,t,3,3.02,2964
3742,673227274017909902,Serviced apartment in Vancouver · 2 bedrooms · 2 beds · 2.5 baths,,74806205,Adam,a few days or more,29%,1%,f,48,59,,Downtown,49.28865,-123.11745,Entire serviced apartment,Entire home/apt,5,,,2.0,[],"$2,029.00",3,365,3.0,365.0,30,60,90,364,0,0,,,,,,,,f,30,,0
5872,964621937184725205,Home in Vancouver · 1 bedroom · 1 bed · 1 shared bath,,513632935,Baoyu,within an hour,100%,100%,f,4,5,,Marpole,49.21316,-123.12006,Private room in home,Private room,1,,,1.0,[],$50.00,1,365,30.0,365.0,22,33,63,243,0,0,,,,,,,,f,4,,0
110,1629480,Guest suite in Vancouver · ★4.82 · 1 bedroom · 1 bed · 1 bath,"Whether staying for work, pleasure or study, this safe family neighbourhood offers the best of Vancouver living within walking distance:<br />Trendy boutique shopping or dining in a variety of interesting cafes and restaurants in the Main Street or Cambie Village area.<br />Enjoy a fully equipped gym, pool and ice skating rink in the former Olympic venue.<br />Relax and stroll through nearby Queen Elizabeth Park (less than 10 minutes away by foot) and Van Dusen Gardens (5 minute drive).<br />Explore the city - Granville Island, Stanley Park, Art Gallery, theatres are easily reached via a short rapid transit trip, bike ride - or even shorter drive.<br />British Columbia’s major healthcare centres: Vancouver General, BC Children's and Women’s Hospitals, as well as the Vancouver Cancer Agency are all within 15 minutes walking distance.  <br />The University of British Columbia is a 20 minute direct bus ride away (#25 route).",8660533,Tracy And Richard,within a day,100%,67%,t,1,1,"Vancouver, British Columbia, Canada",Riley Park,49.25225,-123.10756,Entire guest suite,Entire home/apt,2,,,1.0,[],$80.00,30,145,30.0,145.0,0,0,0,118,143,5,4.82,4.78,4.92,4.97,4.99,4.9,4.82,f,1,1.23,1435
